gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
KIAA1671	12.16141751	12.36568989	12.14734002	18.11962699	17.69996241	18.2419822	13.28857437	13.62721079	16.6641563	7.694278134	7.743161825	7.985148768	7.155053141	7.43280083	7.319032805	6.24981932	6.491034512	5.981685693	9.644497123	10.02650186	9.96901963	7.044778405	6.275384901	6.445500094				
KIAA1755	0	0	0	0	0	0	0.015367768	0.010727483	0.04835059	0.006153648	0.00611733	0	0	0	0	0	0.006870292	0	0.005299821	0.005540104	0	0	0	0.005328805				
KIAA1841	4.272492015	4.601633226	4.089659983	3.862986488	4.313328146	3.784429837	4.065461119	4.189735322	4.714960479	5.455714054	5.882765022	5.203345788	3.150884123	3.827872192	3.330290067	4.56015297	4.470065546	3.602802046	3.599831065	3.78284523	4.149478481	3.862147921	3.476566512	3.876693867				
KIAA1958	7.000166663	6.590840069	6.870879312	5.173388934	5.059201235	5.617511278	3.567645101	3.002349407	2.74165185	3.177350966	2.904328942	3.016454027	4.373346424	4.321845281	4.724996716	5.951519383	5.346454498	5.527102078	10.29732685	9.986360129	10.86555904	5.285727029	5.311930459	5.692410261				
KIAA2012	0	0	0	0	0.010669553	0	0.032615426	0.011383613	0	0.013060051	0	0	0	0	0	0	0	0	0.044991811	0	0.012999578	0	0.019289089	0.067856789				
KIAA2013	12.8804744	13.31029056	12.48404329	24.6443118	23.3110872	23.11629888	26.36873259	27.21880336	32.15232322	30.52464111	33.35177842	34.93551551	47.76078622	46.75462505	47.64541606	28.0761595	25.77752084	28.15731818	32.10522999	31.36442463	31.25750038	33.34594749	33.76936984	32.17939956				
KIAA2026	4.655713913	4.47182967	4.799778119	4.568461319	4.211850563	4.09932874	8.952787598	8.468587279	7.678912682	3.492325733	4.285846322	3.499675269	3.191544341	2.954873879	3.084371142	2.914842355	3.049143406	2.907621545	4.346960577	4.453096722	4.452925766	2.651079004	2.597651301	2.814889507				
KIDINS220	16.82344134	16.37890214	16.67834241	15.87469553	15.05738921	15.81613414	14.68789707	14.8566678	15.50436675	9.368999603	10.01950652	9.48436728	5.470344883	5.454894445	5.458602028	8.141076545	7.942819851	8.357913859	6.490763162	6.923246365	6.966756836	6.678631827	6.585779973	6.962451229				
KIF11	26.37847061	25.85229987	26.78604423	23.6326612	20.80913265	24.58818144	23.6262941	19.81179002	21.56521364	31.68891021	29.69665806	28.83757823	11.34097709	11.04692984	10.50155963	15.22776071	15.22587721	13.51474596	17.32811118	15.82921375	15.59751756	16.70778586	17.93080772	17.57908642				
KIF12	14.01529726	13.3437477	13.9733321	4.163352679	3.792870032	3.89560878	5.540403115	4.216499775	4.549171014	1.282412318	1.629863619	1.359298452	4.44514516	4.414270238	4.295875598	4.783920973	4.458392311	5.072189623	11.08670208	11.64780786	10.89042603	7.944462637	7.144695092	7.942298621				
KIF13A	7.740841175	7.651778349	7.610486598	8.731965314	8.941558615	9.068069076	12.00850833	12.64981631	11.99665956	10.91807656	10.56696585	11.2606261	6.123235704	6.214644225	6.158002398	7.361257574	7.053184135	7.413716751	12.2564787	11.61668169	12.94356554	13.32758082	11.62362726	12.67195598				
KIF13B	11.07291704	10.80131881	10.96230231	16.96506833	16.9891634	17.28839457	13.89060517	12.55341355	11.31666351	11.69201225	12.16720741	11.60509757	4.096002962	4.463261854	4.355334339	4.312563104	4.368821559	4.332684027	5.500517713	5.488263861	5.361494481	4.951547076	4.491821796	4.535676124				
KIF14	4.98676649	4.795682895	4.638145723	5.698718244	5.297530838	5.828364345	9.729091051	8.448002318	9.426189898	7.773648359	7.071710652	6.98496785	3.881766064	3.956160734	3.640218585	6.037086517	5.817384971	5.762953533	10.24414565	9.900267364	10.70897348	9.905673988	10.47826089	10.96469523				
KIF15	7.618210153	7.628330709	7.775666496	9.8072545	8.115898597	8.830034023	8.260230013	6.586461907	7.814548672	10.22004989	9.591515794	8.764519702	4.997826152	4.774020159	4.428950652	8.136952055	8.74276194	9.718279696	6.773802591	5.887037642	6.485967022	6.885826326	7.462848277	7.652303135				
KIF16B	10.4758086	10.8145279	10.70059913	8.742592877	8.279049981	9.226240914	10.47360672	11.24524805	10.79358306	4.786347044	5.804261009	5.289856742	11.51589089	12.2834628	10.24336677	9.588340502	9.834603188	9.104623463	7.808077742	7.867318147	7.860128432	5.948310984	5.98119844	6.547940471				
KIF17	0.082299569	0.141689226	0.052518492	0.186438748	0.13391877	0.153815186	0.148862597	0.15587049	0.130099033	0	0.029628299	0.032411634	0.094079131	0.205029049	0.12501489	0.279132297	0.266201191	0.30506889	0.308025924	0.134162985	0.192830249	0.291291916	0.198087368	0.167759821				
KIF18A	11.10796698	11.27522218	10.5170536	12.77718199	11.26413464	12.1478572	5.617502409	5.09430518	5.407803832	5.859106754	6.563460295	4.992745388	3.692038947	4.057727238	3.556943511	4.058650223	4.637594819	5.590520567	5.673778707	5.904772347	5.730425053	6.183298536	6.274957126	5.969853493				
KIF18B	9.168716073	9.559854666	9.04996432	12.12502478	11.57256465	11.69112741	7.496729702	5.840387693	6.350201731	11.04804211	9.415558324	9.897421524	6.974790884	6.940441247	7.022950349	11.26061069	11.1878886	11.6334603	6.974320199	6.860401822	6.598131315	5.750193703	4.718828789	5.823031742				
KIF19	0	0	0	0.059238301	0.067694476	0.014254515	0.013795543	0.028889971	0.014468001	0	0	0	0	0	0	0	0	0	0.014272843	0	0	0	0.036714701	0				
KIF1A	0.024111788	0.033963974	0.02884997	0.122899623	0.304962707	0.152091467	0.027258218	0	0.028586908	0.04584253	0.104164522	0.02136561	7.834758695	6.434403277	6.892412457	7.711762344	7.691815607	7.931105835	0	0	0	0	0	0				
KIF1B	15.50564789	15.69464248	15.83651901	16.46807481	18.1171991	17.41199722	15.27065256	14.13168032	14.80331878	13.67718425	12.48206253	11.68917617	21.15924008	21.01201512	21.88814054	20.0551118	19.97403969	20.01974889	19.92360469	19.35078744	19.26510221	13.14810439	12.27408255	12.32925426				
KIF1BP	7.574980889	7.00706594	6.97976709	7.381827207	7.527608691	6.205435415	7.145292165	6.301761459	5.264311535	10.86009377	10.39841364	12.06112022	6.579365967	5.614672972	5.114898209	6.511783853	7.058513997	7.391977333	8.01517205	7.644573112	7.54849161	7.361182329	7.872251473	7.432933504				
KIF1C	21.8875658	22.02114082	22.29082025	25.83496975	29.93073246	26.439014	12.55089931	11.48815109	12.4653265	15.08478452	13.68248357	13.447669	30.18442127	28.21479245	28.95408665	20.21806731	19.99718009	19.95224327	26.50608402	25.28070036	23.53920004	26.03988287	25.37075408	25.06142123				
KIF20A	27.04457268	26.12670501	27.32888462	19.66902318	15.71036473	20.41490014	8.978052903	6.67097406	8.217603647	8.251589412	7.468303259	8.514287007	13.53708844	13.11424966	12.9483286	11.99578889	10.41077885	11.54460169	7.68247803	8.220863019	7.460342216	6.750840981	7.743688544	8.440568649				
KIF20B	15.13764688	15.41014416	16.43352463	14.46826624	14.00037214	15.1801519	12.79978308	11.49598029	13.13439898	10.94504371	12.45227814	10.87294251	4.146756487	4.137828397	4.15914232	8.06334877	6.701800698	7.599986707	11.33451827	10.0242589	10.81897052	12.90020247	14.3753897	13.55282075				
KIF21A	9.484059175	9.653009868	9.450731847	6.998259899	8.417763273	7.787472583	14.10171752	13.82019224	14.27553346	13.07960586	13.00241309	12.85447172	14.38362509	13.78428444	12.37947104	19.11064738	18.09191979	20.55956871	21.2313266	21.31674561	20.84144661	18.87845001	18.52380254	19.30979789				
KIF21B	2.303166154	2.455390756	2.731795819	2.484531975	2.760191345	2.64614945	1.333302937	1.317047019	1.060592965	2.435740905	2.571574525	2.668551474	1.22101751	1.129944397	1.207671915	1.73590232	2.152580049	1.875492902	7.193871679	6.736463714	6.737960323	6.712258047	5.284630122	5.322849302				
KIF22	27.5594689	28.62689702	28.76576742	22.97717273	20.78632189	22.46245626	9.779847146	7.626544881	8.654584303	18.26021993	16.90669585	18.25158629	16.31712723	14.77831957	16.0593181	18.051769	20.98638885	19.79501777	17.19132299	16.31872226	14.94592328	13.28455279	14.65805393	13.17716343				
KIF23	13.2669196	12.62177487	14.2242025	18.82855669	16.50600987	16.48517529	19.0719031	15.75908488	16.15510188	18.2687132	15.3921802	16.61569362	18.19153081	17.51045721	17.02863221	26.64445442	22.57467206	24.22729127	13.57913356	13.59979174	14.7070549	14.36508056	16.89573133	17.41420956				
KIF24	1.593522451	1.378289552	1.456519183	1.994952226	1.440947951	1.819414153	1.256963214	1.219695305	1.198910493	1.672672003	1.623980045	1.684527592	1.499741466	1.606558535	1.613179362	2.54386117	2.143592677	2.251021228	1.911439885	1.804735943	1.969407699	1.766957784	1.619736674	1.611910307				
KIF25	0.014098471	0.013239447	0	0	0	0.026349579	0.025501167	0.026701667	0.040116316	0	0	0.03331399	0.229658556	0.40907801	0.327079111	0	0.017100773	0.033006543	0	0.041369444	0.030492113	0.033266847	0.067867405	0.026527744				
KIF26A	0	0.015623998	0.007962882	0	0.014767154	0.007773847	0	0.015755445	0.007890274	0	0.008984518	0.019657078	0.021396493	0.007314498	0.034463319	0	0.020180784	0	0	0	0	0.006543087	0	0				
KIF26B	0.194357278	0.166981837	0.261247911	0.076281352	0.022021995	0.034779002	0.014959634	0.043075664	0.011766626	0.107823967	0.049127657	0.092828466	0	0.003635994	0.003426302	0.005610163	0.015047623	0	0	0	0	0	0.006635458	0				
KIF27	2.319588302	1.977348077	2.252661403	2.815028219	2.413588777	2.630603272	1.01326911	0.911687807	0.779640346	1.039833321	0.918165686	1.044330516	0.767481324	0.732648346	0.583104581	1.107526726	1.679935084	1.192862201	1.701554764	1.4262638	1.613411194	1.06720805	1.066015849	1.059356117				
KIF2A	12.50698861	13.52300341	13.95680123	26.71139703	28.62663509	26.70929866	8.282494537	8.03813473	7.36679513	11.90869573	13.13215305	13.45272955	18.5413443	19.55897206	18.7938444	32.53761528	32.65303166	33.21590041	17.49966987	16.50407625	18.63696269	18.42827054	18.11562847	18.20127227				
KIF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIF2C	18.25330224	19.44656677	18.78451357	23.4482492	18.81871878	23.1802016	10.38069636	8.046360933	10.75061514	18.89564946	17.3895262	15.70820755	27.23957046	24.76809884	24.87190354	26.29917058	23.416598	24.44585673	16.81084676	17.12082546	15.70506843	17.14047404	16.92130164	17.33772386				
KIF3A	4.150865696	3.752777092	4.113818528	3.677242797	4.596652277	3.980041978	3.152818505	2.693695849	2.727313686	3.695031858	3.998805921	4.155281159	6.746354714	6.463460176	6.20598783	7.466497233	7.669400168	7.292852772	2.907502951	3.145170025	3.025927125	2.857462962	2.660477883	2.785232532				
KIF3B	17.54513515	16.95942697	17.37496073	28.78571243	31.05532792	27.82706852	13.49047813	13.8296449	16.27506993	13.20028656	11.69301474	12.65031492	37.77511692	36.95491054	37.96109215	39.63819193	41.55950748	41.46297961	18.75582492	18.77014749	19.68886871	14.4504689	14.68114792	14.00761166				
KIF3C	1.968425719	1.848488957	1.663087138	2.135349187	2.442395411	2.102241646	3.596799079	3.45227932	2.905297126	6.06650927	5.998166372	6.870148826	5.527833906	4.538854309	5.267316513	5.913235938	5.262479355	6.242455983	5.506685713	4.420403097	5.11527945	5.576812155	5.116519686	5.97142974				
KIF4A	9.378841367	9.276487561	9.730599557	11.60334008	9.754261147	11.2384702	10.5151862	8.432087907	10.5657873	17.48893185	14.4049224	15.49255956	15.41802492	14.3407741	15.02445116	15.2992282	14.48140983	14.72098032	8.401713322	9.014715321	7.751872904	7.150871741	7.404430421	7.061256938				
KIF4B	0.398019365	0.229083569	0.245798058	0.299168305	0.284895094	0.239962933	0.232236532	0.145901614	0.255734641	0.292929371	0.249600489	0.5460968	0.495349833	0.59832692	0.521268325	0.365792101	0.373763983	0.510998275	0.048054296	0.037674731	0.097190999	0.080788743	0.206020515	0.144951276				
KIF5A	0.077119679	0.135788914	0.083046948	0.04679582	0.077005224	0.054050303	0.183084911	0.200832617	0.182866005	0.272301283	0.437275286	0.307513093	0.281003119	0.135617387	0.191694306	0.719300618	0.795111137	0.914025373	1.596534127	1.093753902	1.198832652	1.114579152	1.067314172	0.952275943				
KIF5B	36.58165188	35.49665622	38.3553039	66.6509057	66.04330214	67.80935293	89.14553893	85.09247958	82.8822513	71.71648679	74.41287247	73.618459	78.28930961	75.62506195	73.22115086	120.1413271	116.9181164	116.2574152	97.0221987	93.4325876	103.2394446	102.4104457	105.3370043	103.7344885				
KIF5C	3.304447124	3.320060641	3.12953369	0.360242135	0.354188224	0.464501173	0.17095374	0.099445334	0.146085545	0.220574814	0.287323284	0.231600484	0.096035939	0.030778466	0.046405509	0.218452572	0.356656216	0.352389754	0.026202728	0.013695352	0.022712428	0.016519482	0	0.019759518				
KIF6	0.165259628	0.197133637	0.179564417	0.134427639	0.087214798	0.112693915	0.012118374	0	0	0	0.024119343	0	0	0	0	0.006059511	0	0	0.008358431	0.013106077	0	0	0	0.012606212				
KIF7	4.345873996	3.667380228	4.023137848	2.046064697	2.060731123	1.880367032	2.315158659	2.085894489	2.574819969	1.746301186	2.224645349	2.40549799	2.939908078	3.3291361	3.087815549	7.333522647	8.318603954	8.250950484	0.323081417	0.582291796	0.605156387	0.252851996	0.181499667	0.168024965				
KIF9	2.096767617	1.456528645	1.59463531	3.639148536	3.696561159	2.992774299	0.974129603	0.639192463	0.762804467	0.998570044	0.682465243	0.933221545	1.846909869	1.843615985	1.927681174	2.240617915	2.264563464	2.20225066	2.015665298	1.812064101	1.770466828	2.552843785	2.373573202	1.89157589				
KIFAP3	4.252585518	4.668121096	4.370077669	5.186205804	4.782361458	5.013484082	6.256325788	6.495985409	6.044737376	5.753131573	6.419996241	5.243368585	1.202068896	1.334683992	1.440127678	2.153674558	2.347184138	2.088842623	0.32526547	0.566687192	0.513755337	0.072911383	0.055779704	0.141719181				
KIFC1	13.6334853	13.77294254	13.63367546	16.34403291	14.09990886	15.92137796	10.12442824	8.291591532	9.638068755	16.22858721	14.32198429	13.94660221	15.30412917	14.10201451	15.14102251	17.09450258	15.96157458	17.14846019	11.8850768	10.71770245	11.6297462	11.97537333	11.79420586	13.00167967				
KIFC2	7.272283091	7.077711042	6.586592942	9.808668203	10.17221404	9.290500229	5.921394523	5.546357035	5.577021955	3.887901037	3.976803145	4.771835203	10.15140304	10.28951289	10.53510146	11.86423688	14.09674264	12.20337352	21.12430436	22.04827086	19.95921976	15.27722576	14.02327455	13.85676836				
KIFC3	4.573528666	4.328573846	3.937971216	5.234964489	4.722072322	4.005511307	7.863468463	7.084611415	7.974374437	6.170062615	6.389540128	7.184888049	8.728612264	9.17271187	9.113673902	6.740476307	6.862492607	7.02613126	11.30643796	11.01144802	10.91648423	12.8303545	10.97925405	11.2061556				
KIN	3.66549188	3.340029181	3.839291814	3.049446103	3.185245818	3.126446392	3.396047642	3.234858134	3.331023834	3.0579574	3.033001165	2.902241088	4.979898446	5.292823693	4.478752827	5.9795621	5.75738463	5.69849675	3.980420921	4.404906561	4.572614585	4.332106724	4.608843288	4.760498279				
KIR2DL1	0	0	0	0	0	0.035324738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032954528	0	0	0	0	0				
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIR2DS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIR3DL3	0	0	0	0.03167341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIRREL1	0.02857682	0.060380159	0.020515453	0.048552745	0.031704899	0.006676142	0.025844726	0	0	0	0.038579299	0.025322104	0.006125068	0	0	0	0.025996739	0	0	0.006987798	0.007725728	0	0	0				
KIRREL2	0.030808773	0.028931585	0.014745189	0	0.013672466	0	0	0.014587496	0	0	0	0	0.026413831	0.067722748	0.012763423	0.062695761	0.112108709	0.198351321	0	0	0	0	0	0				
KIRREL3	0	0	0	0.094356231	0.043130174	0.102172244	0.010986941	0.02300833	0.034567485	0.065991787	0.013120464	0.014353023	0	0	0	0	0	0	0.011367069	0.059412137	0	0	0	0				
KISS1	0.551084371	0.887154235	0.376787079	0.076433172	0.419250663	0.073568468	1.42399375	1.267375532	1.269394849	0.085530531	0	0.093013219	0.47247093	0.346106873	0.5218345	0.106805243	0.095491288	0	0.736630623	1.232044625	0.851344927	0.866894896	0.757947745	0.370329533				
KISS1R	7.440366034	7.404850908	6.128208208	1.03194866	1.118923603	0.854675368	2.28026862	1.989679265	3.047887368	0.187986629	0.266967395	0.058409357	0.211926275	0.391219483	0.266252629	0	0.089948259	0	0	0.120888284	0	0.019442234	0.019831966	0.023255522				
KIT	0.054267818	0.122307033	0.051945544	0.052687087	0.028899882	0.03042743	0	0	0.010294378	0	0	0.012823217	0	0	0.017985607	0.014724646	0	0.012704874	0	0	0	0	0	0				
KITLG	14.48897299	15.40996523	14.67953598	21.04525539	21.62272007	20.59425115	7.182312625	6.337110503	6.621469512	10.7484677	10.01582403	10.68830062	0.15937105	0.154365064	0.094122914	3.432563144	4.04600256	3.928812485	4.087427047	4.131327666	4.154400575	4.841105505	4.383021174	4.323527564				
KIZ	18.72895609	17.29800902	16.2006351	8.434891168	6.257422373	8.096570287	58.15721569	60.87256058	53.80990496	7.375708018	9.947151004	7.99293075	3.561489062	3.506436789	3.481228907	5.184835273	5.931267177	4.501420568	6.085788372	5.502642721	5.519001677	7.057432351	7.770244705	6.789041149				
KL	0	0	0	0	0.009490361	0	0.029010791	0	0.020283273	0.023233327	0.011548105	0	0	0	0	0	0	0	0.080038694	0.010458435	0.046251495	0.016820103	0.060050454	0.010059551				
KLB	1.914064058	1.658507042	1.902963792	0.035909383	0.032828313	0.017281752	0.083626545	0.122588717	0.201716635	0.160733803	0.119838892	0.054623654	6.246968821	5.788769818	6.604137931	5.870897455	5.361147035	5.368658849	4.412513164	3.852850196	4.059734706	6.494652781	5.653000957	6.324392615				
KLC1	18.54700801	18.60369174	18.99708431	18.30054109	21.15383783	18.76233552	32.45298891	33.23911052	31.01294813	40.4740332	43.77232229	43.27889194	18.54126737	18.48315913	16.51759867	19.99442854	19.73313265	20.83551065	19.50261065	20.70019309	20.21068054	13.63588888	14.22340066	13.91571269				
KLC2	4.185109565	3.985658853	4.034327948	7.925402074	9.949289213	7.103218488	6.286027659	6.273858985	5.442267419	15.18285064	14.93352814	15.98696826	11.39822134	11.18250271	11.03997104	14.42519876	13.68638125	12.84465105	16.79843404	16.08464889	16.24798848	16.81926625	14.5224463	15.31813895				
KLC3	0.639275777	0.364482741	0.196688365	0.53198978	0.668723539	0.76807632	0.165187902	0.043241082	0.043309979	0	0	0.053949178	0.039148688	0.020074761	0.018917031	0.185846329	0.249239244	0.534512938	0.064088659	0.267977212	0.049379389	0.125703281	0.109905502	0.214797146				
KLC4	13.5734848	13.28641343	13.27617331	8.898185951	7.732614521	9.183424606	16.26266191	16.5827406	15.08872129	5.22473298	6.059547469	5.434786052	7.514133146	6.633793736	7.29067985	5.507853029	5.283693426	5.445818624	13.93958142	15.0658129	16.16689765	11.88204948	12.46972059	12.7371778				
KLF1	0	0	0	0.032026576	0	0	0	0	0.062575802	0	0.10688096	0.077947698	0.056563421	0	0.027332001	0	0	0	0	0	0.035672552	0	0.026465898	0				
KLF10	45.41892025	43.40057751	44.94245825	18.38849417	17.25495278	20.24238239	27.90778135	26.82223642	28.48191448	13.28764636	15.75985634	15.33708795	5.846334779	7.068438388	5.727765237	7.829591042	7.284757794	7.927314679	6.512232832	6.685101904	6.528493801	3.075378388	3.413084671	2.75156698				
